,Review,Review_norm,review_tokens,review_tokens_SR
71,packaging nya jelek banget ini sih kyk nya ad oknum yg mau ngambil barangnya kardusnya di buka di bagian samping yg ga di segel tolong next nya packing lbh baik lagi,packaging nya jelek banget ini sih kayak nya ada oknum yang mau ngambil barangnya kardusnya di buka di bagian samping yang enggak di segel tolong next nya packing lebih baik lagi,"['packaging', 'nya', 'jelek', 'banget', 'ini', 'sih', 'kayak', 'nya', 'ada', 'oknum', 'yang', 'mau', 'ngambil', 'barangnya', 'kardusnya', 'di', 'buka', 'di', 'bagian', 'samping', 'yang', 'enggak', 'di', 'segel', 'tolong', 'next', 'nya', 'packing', 'lebih', 'baik', 'lagi']","['packaging', 'nya', 'jelek', 'banget', 'sih', 'kayak', 'nya', 'oknum', 'ngambil', 'barangnya', 'kardusnya', 'buka', 'samping', 'segel', 'tolong', 'next', 'nya', 'packing']"
72,tertipu tidak ada gratis hadiah sarung seperti di gambar,tertipu tidak ada gratis hadiah sarung seperti di gambar,"['tertipu', 'tidak', 'ada', 'gratis', 'hadiah', 'sarung', 'seperti', 'di', 'gambar']","['tertipu', 'gratis', 'hadiah', 'sarung', 'gambar']"
73,dijanjikan expired th tapi dapetnyabulan,dijanjikan expired tahu tapi dapetnyabulan,"['dijanjikan', 'expired', 'tahu', 'tapi', 'dapetnyabulan']","['dijanjikan', 'expired', 'dapetnyabulan']"
74,pesen masker yang dikirim my bad ga di video unboxing nya tapi kecewa banget bisa lalai bgt team packing nya please kerja yg fokus dan bener biar customer ga dirugikan begini ga semua orang sempet bikin video unboxing begitu so sorry kasih bintang karna beneran kecewa buat customer yang lain kalo baca ini please be more careful ya kalo pesen disini sesibuk apapun sempetin video unboxing,pesan masker yang dikirim my bad enggak di video unboxing nya tapi kecewa banget bisa lalai banget team packing nya please kerja yang fokus dan benar biar customer enggak dirugikan begini enggak semua orang sempat bikin video unboxing begitu so sorry kasih bintang karena benaran kecewa buat customer yang lain kalo baca ini please be more careful ya kalo pesan disini sesibuk apapun sempetin video unboxing,"['pesan', 'masker', 'yang', 'dikirim', 'my', 'bad', 'enggak', 'di', 'video', 'unboxing', 'nya', 'tapi', 'kecewa', 'banget', 'bisa', 'lalai', 'banget', 'team', 'packing', 'nya', 'please', 'kerja', 'yang', 'fokus', 'dan', 'benar', 'biar', 'customer', 'enggak', 'dirugikan', 'begini', 'enggak', 'semua', 'orang', 'sempat', 'bikin', 'video', 'unboxing', 'begitu', 'so', 'sorry', 'kasih', 'bintang', 'karena', 'benaran', 'kecewa', 'buat', 'customer', 'yang', 'lain', 'kalo', 'baca', 'ini', 'please', 'be', 'more', 'careful', 'ya', 'kalo', 'pesan', 'disini', 'sesibuk', 'apapun', 'sempetin', 'video', 'unboxing']","['pesan', 'masker', 'dikirim', 'my', 'bad', 'video', 'unboxing', 'nya', 'kecewa', 'banget', 'lalai', 'banget', 'team', 'packing', 'nya', 'please', 'kerja', 'fokus', 'biar', 'customer', 'dirugikan', 'orang', 'bikin', 'video', 'unboxing', 'so', 'sorry', 'kasih', 'bintang', 'benaran', 'kecewa', 'customer', 'kalo', 'baca', 'please', 'be', 'more', 'careful', 'ya', 'kalo', 'pesan', 'sesibuk', 'apapun', 'sempetin', 'video', 'unboxing']"
75,sangat amat kecewa dengan pelayanan official store satu ini barang cepat dikirim tp beli diantar baru pertama kali mengalami kejadian seperti ini dr official store kekeliruan ada di penjual dianggap sah tp pembeli tdk sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia kalau tidak untuk membelikan orang tua sudah pasti ganti brand sangat kecewa,sangat amat kecewa dengan pelayanan official store satu ini barang cepat dikirim tapi beli diantar baru pertama kali mengalami kejadian seperti ini dari official store kekeliruan ada di penjual dianggap sah tapi pembeli tidak sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia kalau tidak untuk membelikan orang tua sudah pasti ganti brand sangat kecewa,"['sangat', 'amat', 'kecewa', 'dengan', 'pelayanan', 'official', 'store', 'satu', 'ini', 'barang', 'cepat', 'dikirim', 'tapi', 'beli', 'diantar', 'baru', 'pertama', 'kali', 'mengalami', 'kejadian', 'seperti', 'ini', 'dari', 'official', 'store', 'kekeliruan', 'ada', 'di', 'penjual', 'dianggap', 'sah', 'tapi', 'pembeli', 'tidak', 'sempat', 'unboxing', 'tidak', 'dapat', 'ditoleransi', 'padahal', 'yang', 'buka', 'paket', 'sudah', 'lansia', 'kalau', 'tidak', 'untuk', 'membelikan', 'orang', 'tua', 'sudah', 'pasti', 'ganti', 'brand', 'sangat', 'kecewa']","['kecewa', 'pelayanan', 'official', 'store', 'barang', 'cepat', 'dikirim', 'beli', 'diantar', 'kali', 'mengalami', 'kejadian', 'official', 'store', 'kekeliruan', 'penjual', 'dianggap', 'sah', 'pembeli', 'unboxing', 'ditoleransi', 'buka', 'paket', 'lansia', 'membelikan', 'orang', 'tua', 'ganti', 'brand', 'kecewa']"
76,dari awal saya   saya langsung ajukan pembatalan karena salah masukan kupon chat saya dibalas tapi barang tetap saya dikirimkan makan tuh duit ngga ikhlas saya,dari awal saya   saya langsung ajukan pembatalan karena salah masukan kupon chat saya dibalas tapi barang tetap saya dikirimkan makan tuh duit enggak ikhlas saya,"['dari', 'awal', 'saya', 'saya', 'langsung', 'ajukan', 'pembatalan', 'karena', 'salah', 'masukan', 'kupon', 'chat', 'saya', 'dibalas', 'tapi', 'barang', 'tetap', 'saya', 'dikirimkan', 'makan', 'tuh', 'duit', 'enggak', 'ikhlas', 'saya']","['langsung', 'ajukan', 'pembatalan', 'salah', 'masukan', 'kupon', 'chat', 'dibalas', 'barang', 'dikirimkan', 'makan', 'tuh', 'duit', 'ikhlas']"
77,slow respon,slow respon,"['slow', 'respon']","['slow', 'respon']"
78,utk sunscreen nya bener ga recommend butuh waktu lama utk di tap tapi ujungnya ga rata mana mahal lg huhu,untuk sunscreen nya benar enggak recommend butuh waktu lama untuk di tapi tapi ujungnya enggak rata mana mahal lagi huhu,"['untuk', 'sunscreen', 'nya', 'benar', 'enggak', 'recommend', 'butuh', 'waktu', 'lama', 'untuk', 'di', 'tapi', 'tapi', 'ujungnya', 'enggak', 'rata', 'mana', 'mahal', 'lagi', 'huhu']","['sunscreen', 'nya', 'recommend', 'butuh', 'ujungnya', 'mahal', 'huhu']"
79,sudah sebulan lebih pake dan belum terlihat manfaatnya malah tambah jerawatan,sudah sebulan lebih pakai dan belum terlihat manfaatnya malah tambah jerawatan,"['sudah', 'sebulan', 'lebih', 'pakai', 'dan', 'belum', 'terlihat', 'manfaatnya', 'malah', 'tambah', 'jerawatan']","['sebulan', 'pakai', 'manfaatnya', 'jerawatan']"
80,yg diiklankan tidak sesuai,yang diiklankan tidak sesuai,"['yang', 'diiklankan', 'tidak', 'sesuai']","['diiklankan', 'sesuai']"
81, ada bonus freenya, ada bonus freenya,"['ada', 'bonus', 'freenya']","['bonus', 'freenya']"
82,pesen yang special edition dikirim yang biasa,pesan yang special edition dikirim yang biasa,"['pesan', 'yang', 'special', 'edition', 'dikirim', 'yang', 'biasa']","['pesan', 'special', 'edition', 'dikirim']"
83,pesen retinol dikirim refining,pesan retinol dikirim refining,"['pesan', 'retinol', 'dikirim', 'refining']","['pesan', 'retinol', 'dikirim', 'refining']"
84,barang ga kekirim respon admin kurang memuaskan mohon maaf,barang enggak kekirim respon admin kurang memuaskan mohon maaf,"['barang', 'enggak', 'kekirim', 'respon', 'admin', 'kurang', 'memuaskan', 'mohon', 'maaf']","['barang', 'kekirim', 'respon', 'admin', 'memuaskan', 'mohon', 'maaf']"
85,iritasi,iritasi,['iritasi'],['iritasi']
86,ternyata berat hanya gr sama kemasan gr,ternyata berat hanya gram sama kemasan gram,"['ternyata', 'berat', 'hanya', 'gram', 'sama', 'kemasan', 'gram']","['berat', 'gram', 'kemasan', 'gram']"
87,mini banget ini mah cepat habis kecewa berat,mini banget ini mah cepat habis kecewa berat,"['mini', 'banget', 'ini', 'mah', 'cepat', 'habis', 'kecewa', 'berat']","['mini', 'banget', 'mah', 'cepat', 'habis', 'kecewa', 'berat']"
89,ga ada isinya,enggak ada isinya,"['enggak', 'ada', 'isinya']",['isinya']
90,hadiahnya ga dikirim kirim sudah nunggu bulan chat penjual dibilanh over load ini sudah mau bulan sangat mengecewakam pembeli percuma chat cs jawabannya sama diulang ulang,hadiahnya enggak dikirim kirim sudah menunggu bulan chat penjual dibilanh over load ini sudah mau bulan sangat mengecewakam pembeli percuma chat customer service jawabannya sama diulang ulang,"['hadiahnya', 'enggak', 'dikirim', 'kirim', 'sudah', 'menunggu', 'bulan', 'chat', 'penjual', 'dibilanh', 'over', 'load', 'ini', 'sudah', 'mau', 'bulan', 'sangat', 'mengecewakam', 'pembeli', 'percuma', 'chat', 'customer', 'service', 'jawabannya', 'sama', 'diulang', 'ulang']","['hadiahnya', 'dikirim', 'kirim', 'menunggu', 'chat', 'penjual', 'dibilanh', 'over', 'load', 'mengecewakam', 'pembeli', 'chat', 'customer', 'service', 'jawabannya', 'diulang', 'ulang']"
91,sedih banget ini entah ekspektasi ku ketinggian atau gimana isinya bahkan untuk sekali pakai ruas jari pun ndak cukup ditekan isinya angin semua serius memang segini atau gmna padahal sebelumnya beli di official serum dll ok ok aja isinya penuh udah seneng packagingnya bagus tebel tapi kalau memang isinya cuma segini macam sekali pakai dengan harga diatas  ok sangat tidak rekomen saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini,sedih banget ini entah ekspektasi ku ketinggian atau bagaimana isinya bahkan untuk sekali pakai ruas jari pun indak cukup ditekan isinya angin semua serius memang segini atau bagaimana padahal sebelumnya beli di official serum dll ok ok saja isinya penuh sudah senang packagingnya bagus tebal tapi kalau memang isinya cuma segini macam sekali pakai dengan harga diatas  ok sangat tidak rekomen saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini,"['sedih', 'banget', 'ini', 'entah', 'ekspektasi', 'ku', 'ketinggian', 'atau', 'bagaimana', 'isinya', 'bahkan', 'untuk', 'sekali', 'pakai', 'ruas', 'jari', 'pun', 'indak', 'cukup', 'ditekan', 'isinya', 'angin', 'semua', 'serius', 'memang', 'segini', 'atau', 'bagaimana', 'padahal', 'sebelumnya', 'beli', 'di', 'official', 'serum', 'dll', 'ok', 'ok', 'saja', 'isinya', 'penuh', 'sudah', 'senang', 'packagingnya', 'bagus', 'tebal', 'tapi', 'kalau', 'memang', 'isinya', 'cuma', 'segini', 'macam', 'sekali', 'pakai', 'dengan', 'harga', 'diatas', 'ok', 'sangat', 'tidak', 'rekomen', 'saya', 'jarang', 'banget', 'isi', 'review', 'panjang', 'kali', 'lebar', 'apalagi', 'semengecewakan', 'ini']","['sedih', 'banget', 'ekspektasi', 'ku', 'ketinggian', 'isinya', 'pakai', 'ruas', 'jari', 'indak', 'ditekan', 'isinya', 'angin', 'serius', 'segini', 'beli', 'official', 'serum', 'dll', 'ok', 'ok', 'isinya', 'penuh', 'senang', 'packagingnya', 'bagus', 'tebal', 'isinya', 'segini', 'pakai', 'harga', 'diatas', 'ok', 'rekomen', 'jarang', 'banget', 'isi', 'review', 'kali', 'lebar', 'semengecewakan']"
92,yang rela beli tengah malam malah ga dapat gift dan harganya lebih mahal sistem online shop paling buruk pantas dapat bintang,yang rela beli tengah malam malah enggak dapat gift dan harganya lebih mahal sistem online shop paling buruk pantas dapat bintang,"['yang', 'rela', 'beli', 'tengah', 'malam', 'malah', 'enggak', 'dapat', 'gift', 'dan', 'harganya', 'lebih', 'mahal', 'sistem', 'online', 'shop', 'paling', 'buruk', 'pantas', 'dapat', 'bintang']","['rela', 'beli', 'malam', 'gift', 'harganya', 'mahal', 'sistem', 'online', 'shop', 'buruk', 'bintang']"
93,pake ekspedisi yang bener,pakai ekspedisi yang benar,"['pakai', 'ekspedisi', 'yang', 'benar']","['pakai', 'ekspedisi']"
94,tidak ada keterangan detil mengenai ukuran berat isi produk tidak tertulis di deskripsinya bahwa isinya hanya  bahkan di foto produk juga tidak menampilkan keterangan berat dari isi produk,tidak ada keterangan detil mengenai ukuran berat isi produk tidak tertulis di deskripsinya bahwa isinya hanya  bahkan di foto produk juga tidak menampilkan keterangan berat dari isi produk,"['tidak', 'ada', 'keterangan', 'detil', 'mengenai', 'ukuran', 'berat', 'isi', 'produk', 'tidak', 'tertulis', 'di', 'deskripsinya', 'bahwa', 'isinya', 'hanya', 'bahkan', 'di', 'foto', 'produk', 'juga', 'tidak', 'menampilkan', 'keterangan', 'berat', 'dari', 'isi', 'produk']","['keterangan', 'detil', 'ukuran', 'berat', 'isi', 'produk', 'tertulis', 'deskripsinya', 'isinya', 'foto', 'produk', 'menampilkan', 'keterangan', 'berat', 'isi', 'produk']"
95,system free gift disini tidak transparan dan sangat membingungkan itulah yang mengecewakan dan layak untuk dpt bintang,system free gift disini tidak transparan dan sangat membingungkan itulah yang mengecewakan dan layak untuk dapat bintang,"['system', 'free', 'gift', 'disini', 'tidak', 'transparan', 'dan', 'sangat', 'membingungkan', 'itulah', 'yang', 'mengecewakan', 'dan', 'layak', 'untuk', 'dapat', 'bintang']","['system', 'free', 'gift', 'transparan', 'membingungkan', 'mengecewakan', 'layak', 'bintang']"
96,hadiah nya tidak ada,hadiah nya tidak ada,"['hadiah', 'nya', 'tidak', 'ada']","['hadiah', 'nya']"
97,pelayanan bintang,pelayanan bintang,"['pelayanan', 'bintang']","['pelayanan', 'bintang']"
98,botol terbuka barang tumpah,botol terbuka barang tumpah,"['botol', 'terbuka', 'barang', 'tumpah']","['botol', 'terbuka', 'barang', 'tumpah']"
99,free giftnya smpai skrg blm dikirim beberapa  ditanyakan ke adminny cm jawab nanti dicek nanti dicek kl mmg gk niat kasih gk usah dicantumkan lain ,free giftnya sampai sekarang belum dikirim beberapa  ditanyakan ke adminny cuma jawab nanti dicek nanti dicek kalo memang enggak niat kasih enggak usah dicantumkan lain ,"['free', 'giftnya', 'sampai', 'sekarang', 'belum', 'dikirim', 'beberapa', 'ditanyakan', 'ke', 'adminny', 'cuma', 'jawab', 'nanti', 'dicek', 'nanti', 'dicek', 'kalo', 'memang', 'enggak', 'niat', 'kasih', 'enggak', 'usah', 'dicantumkan', 'lain']","['free', 'giftnya', 'dikirim', 'adminny', 'dicek', 'dicek', 'kalo', 'niat', 'kasih', 'dicantumkan']"
100,hadiah tidak ada,hadiah tidak ada,"['hadiah', 'tidak', 'ada']",['hadiah']
101,gadapet gift,gadapet gift,"['gadapet', 'gift']","['gadapet', 'gift']"
102,kecewa banget ga sesuai dengan promonya di gambar kedua toko harusnya kasih retinol mask sheet tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali komplain di gambar ketiga ga pernah ditanggapi oleh toko yang labelnya official store sebagai official store harusnya sudah ga ada kesalahan dan ketidakbenaran hal hal sepele seperti ini di gambar keempat toko langsung update gambar produk seolah cuci tangan dalam hal pengiriman juga lelet banget giliran nanya nanya untuk beli produknya gerak cepet banget giliran komplain boro boro dibales kecewa banget,kecewa banget enggak sesuai dengan promonya di gambar kedua toko harusnya kasih retinol mask sheet tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali komplain di gambar ketiga enggak pernah ditanggapi oleh toko yang labelnya official store sebagai official store harusnya sudah enggak ada kesalahan dan ketidakbenaran hal hal sepele seperti ini di gambar keempat toko langsung update gambar produk seolah cuci tangan dalam hal pengiriman juga lelet banget giliran bertanya bertanya untuk beli produknya gerak cepat banget giliran komplain boro boro dibales kecewa banget,"['kecewa', 'banget', 'enggak', 'sesuai', 'dengan', 'promonya', 'di', 'gambar', 'kedua', 'toko', 'harusnya', 'kasih', 'retinol', 'mask', 'sheet', 'tapi', 'di', 'gambar', 'pertama', 'dikasihnya', 'pouch', 'yang', 'kesannya', 'murahan', 'dan', 'tidak', 'berguna', 'sama', 'sekali', 'komplain', 'di', 'gambar', 'ketiga', 'enggak', 'pernah', 'ditanggapi', 'oleh', 'toko', 'yang', 'labelnya', 'official', 'store', 'sebagai', 'official', 'store', 'harusnya', 'sudah', 'enggak', 'ada', 'kesalahan', 'dan', 'ketidakbenaran', 'hal', 'hal', 'sepele', 'seperti', 'ini', 'di', 'gambar', 'keempat', 'toko', 'langsung', 'update', 'gambar', 'produk', 'seolah', 'cuci', 'tangan', 'dalam', 'hal', 'pengiriman', 'juga', 'lelet', 'banget', 'giliran', 'bertanya', 'bertanya', 'untuk', 'beli', 'produknya', 'gerak', 'cepat', 'banget', 'giliran', 'komplain', 'boro', 'boro', 'dibales', 'kecewa', 'banget']","['kecewa', 'banget', 'sesuai', 'promonya', 'gambar', 'toko', 'kasih', 'retinol', 'mask', 'sheet', 'gambar', 'dikasihnya', 'pouch', 'kesannya', 'murahan', 'berguna', 'komplain', 'gambar', 'ketiga', 'ditanggapi', 'toko', 'labelnya', 'official', 'store', 'official', 'store', 'kesalahan', 'ketidakbenaran', 'sepele', 'gambar', 'keempat', 'toko', 'langsung', 'update', 'gambar', 'produk', 'cuci', 'tangan', 'pengiriman', 'lelet', 'banget', 'giliran', 'beli', 'produknya', 'gerak', 'cepat', 'banget', 'giliran', 'komplain', 'boro', 'boro', 'dibales', 'kecewa', 'banget']"
103,saya ga kecewa dgn produknya tapi saya kecewa dgn pelayanannya saya order satu dikirim untung sy jujur yah sy chat dong adminnya kok dikirim dua apa emang dpt brgnya dua sesuai dgn di gmbr adminnya blg bukan itu hanya memperlihatkan tampak depan dan belakang adminnya minta mau ga gw bayar brgnya atau balikin brg lebihnya lucu ya dia yg salah jadi nyusahin saya kalau gw ga jujur mah diem aja gw dpt dua barang saya di chat terus bisa gak dikirim balik brgnya saya bilang ok nanti saya kirim balik skr diteror mulu udah dikirim balik blm barangnya dengan saya bilang saya akan kirim balik aja udah niat baik saya di chat mulu kok jadi kayak saya yg salah yah adminnya yg salah kok jadi kaya saya yg curi barangnya yah rugi waktu tau sayang banget nih avoskin produknya bagus tapi karyawannya ga kompeten gak suka saya diteror mulu tunggu aja brgnya dtg,saya enggak kecewa dengan produknya tapi saya kecewa dengan pelayanannya saya order satu dikirim untung saya jujur ya saya chat dong adminnya kok dikirim dua apa memang dapat brgnya dua sesuai dengan di gmbr adminnya bilang bukan itu hanya memperlihatkan tampak depan dan belakang adminnya meminta mau enggak gue bayar brgnya atau balikin barang lebihnya lucu ya dia yang salah jadi menyusahkan saya kalau gue enggak jujur mah diam saja gue dapat dua barang saya di chat terus bisa enggak dikirim balik brgnya saya bilang ok nanti saya kirim balik sekarang diteror mulu sudah dikirim balik belum barangnya dengan saya bilang saya akan kirim balik saja sudah niat baik saya di chat mulu kok jadi kayak saya yang salah ya adminnya yang salah kok jadi kayak saya yang curi barangnya ya rugi waktu tau sayang banget nih avoskin produknya bagus tapi karyawannya enggak kompeten enggak suka saya diteror mulu tunggu saja brgnya datang,"['saya', 'enggak', 'kecewa', 'dengan', 'produknya', 'tapi', 'saya', 'kecewa', 'dengan', 'pelayanannya', 'saya', 'order', 'satu', 'dikirim', 'untung', 'saya', 'jujur', 'ya', 'saya', 'chat', 'dong', 'adminnya', 'kok', 'dikirim', 'dua', 'apa', 'memang', 'dapat', 'brgnya', 'dua', 'sesuai', 'dengan', 'di', 'gmbr', 'adminnya', 'bilang', 'bukan', 'itu', 'hanya', 'memperlihatkan', 'tampak', 'depan', 'dan', 'belakang', 'adminnya', 'meminta', 'mau', 'enggak', 'gue', 'bayar', 'brgnya', 'atau', 'balikin', 'barang', 'lebihnya', 'lucu', 'ya', 'dia', 'yang', 'salah', 'jadi', 'menyusahkan', 'saya', 'kalau', 'gue', 'enggak', 'jujur', 'mah', 'diam', 'saja', 'gue', 'dapat', 'dua', 'barang', 'saya', 'di', 'chat', 'terus', 'bisa', 'enggak', 'dikirim', 'balik', 'brgnya', 'saya', 'bilang', 'ok', 'nanti', 'saya', 'kirim', 'balik', 'sekarang', 'diteror', 'mulu', 'sudah', 'dikirim', 'balik', 'belum', 'barangnya', 'dengan', 'saya', 'bilang', 'saya', 'akan', 'kirim', 'balik', 'saja', 'sudah', 'niat', 'baik', 'saya', 'di', 'chat', 'mulu', 'kok', 'jadi', 'kayak', 'saya', 'yang', 'salah', 'ya', 'adminnya', 'yang', 'salah', 'kok', 'jadi', 'kayak', 'saya', 'yang', 'curi', 'barangnya', 'ya', 'rugi', 'waktu', 'tau', 'sayang', 'banget', 'nih', 'avoskin', 'produknya', 'bagus', 'tapi', 'karyawannya', 'enggak', 'kompeten', 'enggak', 'suka', 'saya', 'diteror', 'mulu', 'tunggu', 'saja', 'brgnya', 'datang']","['kecewa', 'produknya', 'kecewa', 'pelayanannya', 'order', 'dikirim', 'untung', 'jujur', 'ya', 'chat', 'adminnya', 'dikirim', 'brgnya', 'sesuai', 'gmbr', 'adminnya', 'bilang', 'adminnya', 'gue', 'bayar', 'brgnya', 'balikin', 'barang', 'lebihnya', 'lucu', 'ya', 'salah', 'menyusahkan', 'gue', 'jujur', 'mah', 'diam', 'gue', 'barang', 'chat', 'dikirim', 'brgnya', 'bilang', 'ok', 'kirim', 'diteror', 'mulu', 'dikirim', 'barangnya', 'bilang', 'kirim', 'niat', 'chat', 'mulu', 'kayak', 'salah', 'ya', 'adminnya', 'salah', 'kayak', 'curi', 'barangnya', 'ya', 'rugi', 'tau', 'sayang', 'banget', 'nih', 'avoskin', 'produknya', 'bagus', 'karyawannya', 'kompeten', 'suka', 'diteror', 'mulu', 'tunggu', 'brgnya']"
104,pesan oct sampai oct dalam keadaan kuyup karena sudah habis isinya ,pesan oct sampai oct dalam keadaan kuyup karena sudah habis isinya ,"['pesan', 'oct', 'sampai', 'oct', 'dalam', 'keadaan', 'kuyup', 'karena', 'sudah', 'habis', 'isinya']","['pesan', 'oct', 'oct', 'kuyup', 'habis', 'isinya']"
105,isinya dikit dipencet ga keluar nyesel,isinya dikit dipencet enggak keluar menyesal,"['isinya', 'dikit', 'dipencet', 'enggak', 'keluar', 'menyesal']","['isinya', 'dikit', 'dipencet', 'menyesal']"
106,kecewa sudah hubungi pihak avoskinnya tapi tidak di respon,kecewa sudah hubungi pihak avoskinnya tapi tidak di respon,"['kecewa', 'sudah', 'hubungi', 'pihak', 'avoskinnya', 'tapi', 'tidak', 'di', 'respon']","['kecewa', 'hubungi', 'avoskinnya', 'respon']"
107,bocor basah semuanya hampir habis essence nya,bocor basah semuanya hampir habis essence nya,"['bocor', 'basah', 'semuanya', 'hampir', 'habis', 'essence', 'nya']","['bocor', 'basah', 'habis', 'essence', 'nya']"
108,bocor dong sampe hampir habis sudah saya videokan pas unboxingnya juga sedih banget sih padahal selalu pake avoskin tapi baru sekarang dapet paket tumpeh tumpeh,bocor dong sampai hampir habis sudah saya videokan pas unboxingnya juga sedih banget sih padahal selalu pakai avoskin tapi baru sekarang dapat paket tumpeh tumpeh,"['bocor', 'dong', 'sampai', 'hampir', 'habis', 'sudah', 'saya', 'videokan', 'pas', 'unboxingnya', 'juga', 'sedih', 'banget', 'sih', 'padahal', 'selalu', 'pakai', 'avoskin', 'tapi', 'baru', 'sekarang', 'dapat', 'paket', 'tumpeh', 'tumpeh']","['bocor', 'habis', 'videokan', 'pas', 'unboxingnya', 'sedih', 'banget', 'sih', 'pakai', 'avoskin', 'paket', 'tumpeh', 'tumpeh']"
109,barang order tidak sampai,barang order tidak sampai,"['barang', 'order', 'tidak', 'sampai']","['barang', 'order']"
110,salah kirim barangnya kurang toner udah gitu yang ngaco lagi barang yg salah kirim berupa sheetmask gw disuru beli coyyy literally dipaksa sih rb bukan masalah nominalnya tp masalah pelayanan yang sama sekali ga memuaskan harusnya dia tinggal ngirim lg barangnya yg kurang kan mslh selesai ga panjang  lebar kayak gini,salah kirim barangnya kurang toner sudah begitu yang mengaco lagi barang yang salah kirim berupa sheetmask gue disuru beli coy literally dipaksa sih ribu bukan masalah nominalnya tapi masalah pelayanan yang sama sekali enggak memuaskan harusnya dia tinggal mengirim lagi barangnya yang kurang kan masalah selesai enggak panjang  lebar kayak begini,"['salah', 'kirim', 'barangnya', 'kurang', 'toner', 'sudah', 'begitu', 'yang', 'mengaco', 'lagi', 'barang', 'yang', 'salah', 'kirim', 'berupa', 'sheetmask', 'gue', 'disuru', 'beli', 'coy', 'literally', 'dipaksa', 'sih', 'ribu', 'bukan', 'masalah', 'nominalnya', 'tapi', 'masalah', 'pelayanan', 'yang', 'sama', 'sekali', 'enggak', 'memuaskan', 'harusnya', 'dia', 'tinggal', 'mengirim', 'lagi', 'barangnya', 'yang', 'kurang', 'kan', 'masalah', 'selesai', 'enggak', 'panjang', 'lebar', 'kayak', 'begini']","['salah', 'kirim', 'barangnya', 'toner', 'mengaco', 'barang', 'salah', 'kirim', 'sheetmask', 'gue', 'disuru', 'beli', 'coy', 'literally', 'dipaksa', 'sih', 'ribu', 'nominalnya', 'pelayanan', 'memuaskan', 'tinggal', 'mengirim', 'barangnya', 'selesai', 'lebar', 'kayak']"
111,yang bermasalah bukan barang ini tp kualitas pelayanan cs di sini ga bakal lg dah beli di sini,yang bermasalah bukan barang ini tapi kualitas pelayanan customer service di sini enggak bakal lagi deh beli di sini,"['yang', 'bermasalah', 'bukan', 'barang', 'ini', 'tapi', 'kualitas', 'pelayanan', 'customer', 'service', 'di', 'sini', 'enggak', 'bakal', 'lagi', 'deh', 'beli', 'di', 'sini']","['bermasalah', 'barang', 'kualitas', 'pelayanan', 'customer', 'service', 'deh', 'beli']"
112,misal tau isinya bakal beginian ga bakal dah purchase please lah avoskin  sah pelit amat,misal tau isinya bakal beginian enggak bakal deh purchase please lah avoskin  sah pelit amat,"['misal', 'tau', 'isinya', 'bakal', 'beginian', 'enggak', 'bakal', 'deh', 'purchase', 'please', 'lah', 'avoskin', 'sah', 'pelit', 'amat']","['tau', 'isinya', 'deh', 'purchase', 'please', 'avoskin', 'sah', 'pelit']"
113,tumpah semua yang di terima botol kosong,tumpah semua yang di terima botol kosong,"['tumpah', 'semua', 'yang', 'di', 'terima', 'botol', 'kosong']","['tumpah', 'terima', 'botol', 'kosong']"
114,mau ganti pesanan gak mau dirubah alasan otomatis system padahal sy paham sekali sistem di tokped spt apa fokusnya hanya jualan bukan kepuasam pelanggan bgmna mau mempertahankan image jika byk customer yg kecewa,mau ganti pesanan enggak mau dirubah alasan otomatis system padahal saya paham sekali sistem di tokped seperti apa fokusnya hanya jualan bukan kepuasam pelanggan bagaimana mau mempertahankan image jika banyak customer yang kecewa,"['mau', 'ganti', 'pesanan', 'enggak', 'mau', 'dirubah', 'alasan', 'otomatis', 'system', 'padahal', 'saya', 'paham', 'sekali', 'sistem', 'di', 'tokped', 'seperti', 'apa', 'fokusnya', 'hanya', 'jualan', 'bukan', 'kepuasam', 'pelanggan', 'bagaimana', 'mau', 'mempertahankan', 'image', 'jika', 'banyak', 'customer', 'yang', 'kecewa']","['ganti', 'pesanan', 'dirubah', 'alasan', 'otomatis', 'system', 'paham', 'sistem', 'tokped', 'fokusnya', 'jualan', 'kepuasam', 'pelanggan', 'mempertahankan', 'image', 'customer', 'kecewa']"
